user_id,age,gender,country,sessions_per_week,avg_session_duration_min,swipes_right,swipes_left,matches,messages_sent,relationship_goal,app_version,reported_user,premium_status,subscription_amount
16112,27,Male,South Africa,20,20.77,24,64,4,26,Casual Dating,1.2,None,None,0
16113,32,Male,USA,13,21.46,6,56,1,12,Friendship,1.1,None,Gold,1500
16114,60,Female,USA,2,13.2,4,3,1,9,Friendship,2.1,None,Gold,5000
16115,53,Male,South Africa,2,23.73,8,9,1,16,Long-term,2.0,None,None,0
16116,56,Male,USA,3,19.29,3,14,1,5,Friendship,2.1,None,None,0
16117,58,Female,Canada,2,18.91,3,5,1,22,Casual Dating,1.2,None,Plus,3000
16118,32,Female,UK,16,21.02,35,65,2,10,Marriage,1.0,None,Gold,3000
16119,30,Female,USA,6,12.42,34,29,2,14,Not Sure,2.1,None,Gold,3000
16120,28,Male,Nigeria,9,12.12,6,10,0,13,Long-term,1.2,None,Platinum,5000
16121,53,Female,South Africa,3,11.6,7,14,0,11,Marriage,1.0,None,Platinum,1500
16122,47,Male,Ghana,2,17.81,2,1,0,9,Not Sure,2.0,None,Gold,5000
16123,28,Female,South Africa,14,17.17,26,20,3,22,Not Sure,1.2,None,None,0
16124,34,Female,South Africa,6,19.66,4,17,2,13,Casual Dating,1.2,Spam,Platinum,5000
16125,39,Female,USA,11,9.17,25,82,7,66,Casual Dating,2.0,None,Gold,5000
16126,40,Male,UK,9,17.21,99,19,22,134,Casual Dating,1.2,None,None,0
16127,56,Male,UK,4,14.71,11,7,2,15,Long-term,2.0,None,None,0
16128,34,Non-binary,South Africa,12,15.33,32,21,1,21,Casual Dating,1.0,None,Platinum,1500
16129,57,Female,UK,3,17.05,22,16,2,29,Marriage,2.0,None,None,0
16130,36,Male,USA,5,20.08,8,8,1,12,Friendship,1.2,None,None,0
16131,50,Male,Nigeria,4,12.92,23,24,9,61,Long-term,2.1,None,Platinum,3000
16132,58,Female,Nigeria,3,15.53,7,13,2,17,Long-term,1.1,None,Gold,5000
16133,57,Non-binary,Nigeria,3,12.33,16,8,0,1,Marriage,2.1,None,None,0
16134,20,Female,South Africa,22,16.57,133,87,22,91,Not Sure,2.1,None,None,0
16135,26,Male,Ghana,14,22.78,70,49,21,100,Casual Dating,2.1,None,None,0
16136,38,Male,South Africa,6,18.39,21,35,1,15,Not Sure,2.1,None,None,0
16137,36,Male,USA,7,5.96,6,18,0,13,Long-term,2.1,None,Plus,3000
16138,45,Female,Nigeria,5,19.8,8,6,2,15,Marriage,1.2,None,None,0
16139,58,Male,UK,4,15.87,25,15,2,13,Friendship,1.1,None,Gold,3000
16140,22,Female,Nigeria,10,14.82,18,47,6,39,Casual Dating,2.0,None,Gold,3000
16141,37,Male,UK,7,17.4,13,18,5,22,Long-term,2.0,None,None,0
16142,26,Male,UK,16,17.53,29,117,3,24,Friendship,2.1,Spam,None,0
16143,56,Female,South Africa,3,13.86,6,16,0,2,Long-term,2.0,None,None,0
16144,59,Female,Kenya,2,17.96,3,6,0,14,Marriage,1.1,None,None,0
16145,38,Male,Nigeria,6,23.7,13,23,3,19,Long-term,1.1,Scam,None,0
16146,22,Male,USA,15,15.6,25,82,1,18,Casual Dating,1.2,None,None,0
16147,51,Female,Nigeria,2,25.75,9,2,0,5,Long-term,1.2,None,None,0
16148,47,Female,Ghana,3,12.54,19,9,3,30,Friendship,2.1,None,None,0
16149,33,Female,Ghana,10,16.1,22,8,12,77,Marriage,1.1,None,None,0
16150,56,Male,South Africa,5,20.06,15,22,1,17,Not Sure,1.2,None,None,0
16151,59,Female,Ghana,1,17.94,2,7,1,9,Casual Dating,2.1,None,None,0
16152,41,Female,South Africa,7,22.78,14,30,2,18,Long-term,2.0,None,None,0
16153,42,Female,USA,6,5.38,4,25,0,12,Marriage,2.1,None,Platinum,1500
16154,30,Female,USA,18,16.82,69,51,5,28,Long-term,2.1,None,Gold,3000
16155,43,Non-binary,Kenya,3,14.5,7,6,1,25,Long-term,2.0,None,Gold,3000
16156,36,Male,UK,13,26.52,19,14,1,3,Long-term,2.1,None,Plus,1500
16157,30,Female,South Africa,15,20.63,90,48,21,92,Casual Dating,2.0,None,None,0
16158,20,Female,Ghana,12,9.54,35,33,11,63,Marriage,1.2,None,None,0
16159,28,Male,South Africa,18,21.27,19,65,5,11,Friendship,2.0,None,Platinum,5000
16160,26,Non-binary,Ghana,20,24.92,81,157,11,63,Friendship,2.0,None,None,0
16161,41,Male,USA,7,15.16,4,33,0,12,Long-term,2.1,None,Plus,5000
16162,43,Male,Ghana,6,12.31,2,14,0,11,Marriage,2.1,None,None,0
16163,44,Male,USA,5,16.91,23,11,5,50,Friendship,2.1,None,None,0
16164,34,Male,USA,9,14.09,26,43,12,54,Marriage,2.0,None,Platinum,1500
16165,36,Female,Kenya,10,18.56,27,42,6,53,Marriage,2.0,Catfishing,None,0
16166,53,Male,Nigeria,2,16.7,4,4,1,16,Friendship,2.0,None,Platinum,3000
16167,38,Male,UK,8,20.76,4,30,0,15,Marriage,1.2,Spam,None,0
16168,60,Female,Nigeria,3,14.8,2,8,0,9,Casual Dating,2.0,None,None,0
16169,36,Male,Nigeria,14,7.97,16,29,1,20,Long-term,1.2,None,Plus,3000
16170,45,Female,Ghana,4,17.16,6,14,1,18,Marriage,2.0,None,None,0
16171,20,Male,Kenya,14,17.35,43,36,2,14,Friendship,1.2,None,None,0
16172,46,Female,Nigeria,4,16.58,5,14,1,3,Long-term,1.2,None,None,0
16173,54,Male,Nigeria,2,13.92,1,17,0,0,Casual Dating,2.0,None,Gold,1500
16174,58,Female,USA,4,15.49,1,20,0,17,Friendship,1.2,None,Gold,5000
16175,60,Female,USA,3,11.35,16,11,1,16,Casual Dating,1.2,None,None,0
16176,30,Non-binary,Nigeria,14,15.93,41,71,0,9,Marriage,1.2,None,Gold,5000
16177,42,Male,Ghana,6,17.72,4,15,0,16,Long-term,1.0,None,None,0
16178,37,Female,Nigeria,8,12.66,6,32,1,18,Long-term,1.1,None,None,0
16179,42,Male,Ghana,4,26.23,26,23,9,68,Friendship,2.0,None,None,0
16180,24,Non-binary,Kenya,19,10.9,21,197,1,8,Not Sure,2.0,None,None,0
16181,54,Female,Nigeria,5,12.2,7,13,1,18,Casual Dating,2.0,None,None,0
16182,57,Male,UK,2,12.93,5,13,0,11,Friendship,2.0,None,None,0
16183,37,Female,Canada,7,3.42,14,20,1,19,Casual Dating,2.0,None,None,0
16184,30,Male,South Africa,14,21.46,42,62,3,25,Marriage,2.0,None,Gold,1500
16185,24,Female,Nigeria,14,19.06,43,31,3,19,Long-term,1.2,None,None,0
16186,47,Female,South Africa,3,22.36,13,10,0,14,Friendship,1.2,None,Gold,5000
16187,31,Non-binary,UK,23,8.51,48,80,11,77,Not Sure,2.0,None,Gold,5000
16188,57,Female,Kenya,5,12.03,16,13,3,18,Casual Dating,1.2,None,None,0
16189,46,Female,Nigeria,4,9.21,2,25,1,21,Marriage,2.1,None,None,0
16190,45,Male,South Africa,6,21.61,8,43,2,27,Casual Dating,1.1,Spam,Platinum,1500
16191,42,Female,South Africa,9,18.17,27,15,4,18,Friendship,1.2,None,None,0
16192,19,Male,Nigeria,15,14.81,52,39,7,38,Casual Dating,2.1,None,Platinum,5000
16193,58,Female,UK,4,14.73,16,16,4,16,Friendship,1.1,None,None,0
16194,45,Male,South Africa,5,20.49,6,15,1,15,Friendship,2.1,None,Plus,3000
16195,60,Male,Nigeria,2,11.75,7,9,2,26,Casual Dating,2.0,None,Platinum,3000
16196,41,Female,Nigeria,5,6.61,4,21,1,7,Friendship,2.1,None,Plus,1500
16197,48,Female,Canada,1,10.51,3,5,1,21,Long-term,2.0,Spam,Gold,3000
16198,20,Female,USA,14,14.83,8,21,2,26,Not Sure,1.0,None,Plus,1500
16199,45,Female,Kenya,4,8.99,4,20,1,20,Casual Dating,2.0,None,None,0
16200,50,Female,Ghana,3,17.67,7,21,1,7,Marriage,1.2,None,None,0
16201,51,Male,Ghana,2,28.89,5,1,1,22,Casual Dating,1.2,None,None,0
16202,51,Male,USA,3,17.44,1,5,0,13,Casual Dating,1.2,None,Platinum,3000
16203,27,Female,Nigeria,12,21.26,13,55,1,22,Friendship,2.0,None,None,0
16204,59,Female,Nigeria,3,15.0,7,32,1,20,Marriage,1.1,None,None,0
16205,60,Male,Nigeria,3,13.3,1,7,0,5,Long-term,1.0,None,Gold,1500
16206,21,Male,Canada,15,22.75,27,45,1,20,Long-term,2.0,None,None,0
16207,58,Female,UK,2,16.98,3,5,1,15,Friendship,1.2,None,Gold,3000
16208,30,Female,South Africa,16,12.4,10,87,2,8,Casual Dating,2.1,None,Plus,3000
16209,47,Male,Ghana,4,19.36,9,15,2,18,Not Sure,2.0,None,Gold,1500
16210,32,Male,Nigeria,10,18.27,22,20,7,51,Casual Dating,1.0,None,None,0
16211,59,Non-binary,South Africa,2,22.09,7,6,0,11,Long-term,1.1,None,None,0
16212,22,Male,South Africa,16,19.09,63,28,2,22,Friendship,1.0,None,None,0
16213,39,Male,South Africa,11,14.58,38,97,12,59,Long-term,2.0,None,Gold,5000
16214,36,Female,Nigeria,8,15.46,6,51,1,12,Casual Dating,1.1,None,None,0
16215,32,Male,USA,15,18.32,41,32,19,68,Friendship,2.0,None,None,0
16216,45,Male,UK,3,12.3,6,19,1,11,Marriage,1.2,None,None,0
16217,23,Male,Nigeria,6,10.24,10,11,1,8,Long-term,1.2,None,None,0
16218,48,Male,USA,2,8.94,5,9,1,14,Friendship,1.2,None,None,0
16219,60,Female,USA,3,9.53,9,11,1,23,Friendship,1.2,None,None,0
16220,52,Female,Kenya,2,16.23,1,10,0,12,Marriage,1.2,None,Gold,1500
16221,54,Male,USA,3,16.86,9,1,1,10,Casual Dating,2.1,Spam,None,0
16222,33,Male,Nigeria,11,19.34,30,22,15,86,Marriage,1.2,None,None,0
16223,31,Male,South Africa,11,16.95,25,27,2,29,Casual Dating,1.1,None,None,0
16224,40,Male,Ghana,9,18.41,23,56,3,16,Casual Dating,2.0,None,None,0
16225,19,Female,USA,15,18.92,2,23,1,10,Casual Dating,2.0,None,None,0
16226,58,Male,Ghana,2,19.95,5,8,1,17,Long-term,1.2,None,Gold,1500
16227,24,Female,Ghana,14,17.71,31,57,5,39,Casual Dating,1.2,Harassment,Gold,3000
16228,56,Female,UK,4,18.01,7,9,2,17,Friendship,2.1,None,Gold,1500
16229,21,Male,UK,14,27.1,72,51,21,152,Casual Dating,2.0,None,Gold,5000
16230,53,Male,Nigeria,3,15.39,16,18,2,8,Friendship,2.0,None,None,0
16231,24,Female,Ghana,17,26.63,90,55,14,42,Casual Dating,2.0,None,Platinum,5000
16232,19,Female,Nigeria,4,20.0,23,19,3,16,Long-term,2.0,None,None,0
16233,48,Female,Kenya,2,21.84,4,7,0,4,Friendship,1.2,None,Platinum,5000
16234,30,Female,South Africa,13,21.76,23,65,1,19,Long-term,1.1,None,Gold,1500
16235,48,Non-binary,Nigeria,4,8.56,4,5,0,5,Marriage,2.0,None,Gold,5000
16236,41,Female,Nigeria,7,14.31,8,25,0,1,Long-term,1.0,None,None,0
16237,22,Male,USA,8,12.13,25,45,3,18,Marriage,1.2,None,None,0
16238,58,Female,South Africa,4,15.42,8,40,2,16,Friendship,2.1,None,Gold,3000
16239,37,Male,UK,10,9.83,34,20,10,33,Marriage,1.2,None,None,0
16240,49,Female,Ghana,3,25.58,3,19,1,9,Casual Dating,2.0,None,Platinum,5000
16241,39,Male,UK,6,22.28,8,16,1,18,Long-term,1.2,None,Plus,1500
16242,43,Male,South Africa,2,4.18,2,7,1,13,Casual Dating,1.2,None,Plus,5000
16243,31,Male,Kenya,14,17.98,7,53,0,17,Casual Dating,1.1,Harassment,None,0
16244,26,Male,South Africa,5,22.44,1,22,0,2,Casual Dating,1.2,None,Platinum,1500
16245,41,Female,USA,4,25.86,8,26,1,17,Marriage,2.0,None,None,0
16246,36,Female,Kenya,12,12.91,5,69,1,22,Casual Dating,2.1,None,None,0
16247,34,Male,Kenya,8,15.03,6,67,2,12,Casual Dating,2.1,None,Plus,5000
16248,46,Female,South Africa,4,20.05,3,10,0,9,Marriage,1.1,Spam,None,0
16249,47,Female,Ghana,3,15.91,11,12,0,0,Casual Dating,2.1,Spam,None,0
16250,19,Female,Ghana,14,16.19,20,42,2,8,Marriage,1.2,None,Gold,1500
16251,32,Male,Canada,17,19.21,27,54,4,20,Not Sure,2.0,None,Gold,5000
16252,35,Female,Nigeria,10,14.23,19,40,1,18,Marriage,1.2,None,None,0
16253,22,Female,South Africa,10,8.57,12,30,3,26,Marriage,2.0,None,None,0
16254,28,Female,UK,9,20.62,19,46,3,24,Casual Dating,2.1,None,None,0
16255,20,Male,Nigeria,18,17.84,32,95,3,18,Marriage,2.0,None,Gold,3000
16256,60,Male,Nigeria,3,12.9,2,14,1,8,Long-term,1.0,None,None,0
16257,49,Male,Kenya,2,14.73,6,17,2,24,Long-term,1.0,None,Gold,5000
16258,21,Male,Nigeria,18,14.93,54,49,13,54,Not Sure,2.0,None,Platinum,3000
16259,18,Male,South Africa,10,12.65,8,49,1,20,Friendship,1.0,None,Plus,5000
16260,48,Female,South Africa,5,4.96,13,18,3,28,Casual Dating,2.1,None,Gold,3000
16261,36,Female,USA,14,16.97,11,78,1,19,Friendship,1.2,None,Gold,1500
16262,51,Male,Nigeria,4,12.04,17,12,1,13,Long-term,1.2,None,None,0
16263,57,Female,Ghana,4,11.64,24,15,0,16,Casual Dating,1.2,None,None,0
16264,43,Male,USA,8,22.25,16,5,3,19,Long-term,1.1,Spam,None,0
16265,26,Male,USA,19,10.73,65,111,10,33,Long-term,1.2,None,None,0
16266,51,Female,Nigeria,4,15.99,4,35,1,9,Casual Dating,2.1,None,None,0
16267,59,Female,Nigeria,2,15.37,9,7,0,15,Long-term,2.0,None,None,0
16268,42,Female,USA,4,16.57,15,12,2,16,Casual Dating,2.0,None,None,0
16269,47,Male,Nigeria,4,29.31,8,8,1,23,Casual Dating,1.0,None,None,0
16270,32,Male,South Africa,12,7.4,7,8,1,17,Long-term,1.1,None,Platinum,3000
16271,34,Female,Nigeria,10,18.72,15,31,1,18,Friendship,2.0,None,None,0
16272,49,Non-binary,Kenya,3,16.3,3,4,0,16,Friendship,2.0,None,None,0
16273,57,Male,Nigeria,3,18.73,4,10,2,31,Casual Dating,2.1,None,Platinum,3000
16274,45,Female,USA,2,11.92,3,4,1,8,Long-term,2.0,None,Plus,1500
16275,51,Male,South Africa,2,20.49,0,4,0,14,Not Sure,2.1,Spam,None,0
16276,25,Male,Nigeria,8,15.55,26,13,9,73,Long-term,2.1,None,None,0
16277,27,Female,Nigeria,17,20.77,60,93,6,31,Long-term,2.0,None,None,0
16278,40,Female,Ghana,6,22.0,20,18,1,10,Friendship,2.1,None,Gold,1500
16279,25,Female,Nigeria,10,13.53,40,54,11,60,Long-term,1.1,None,Gold,1500
16280,45,Female,Nigeria,3,18.14,5,16,2,10,Casual Dating,2.1,None,None,0
16281,30,Female,Kenya,13,17.09,119,49,31,81,Marriage,1.1,None,Gold,3000
16282,52,Male,Nigeria,2,18.37,4,4,1,22,Marriage,2.1,None,Plus,1500
16283,52,Female,South Africa,4,13.89,7,11,1,8,Casual Dating,2.1,None,None,0
16284,37,Non-binary,UK,8,16.71,24,43,4,27,Casual Dating,1.0,None,None,0
16285,25,Female,Nigeria,6,20.34,9,34,1,21,Casual Dating,2.0,None,Gold,3000
16286,45,Male,Nigeria,5,6.35,4,16,1,13,Casual Dating,1.2,None,None,0
16287,60,Non-binary,Kenya,2,25.36,3,4,0,5,Not Sure,2.1,None,None,0
16288,44,Male,Nigeria,6,14.51,15,14,0,1,Not Sure,1.1,None,Platinum,3000
16289,19,Male,UK,9,22.5,19,37,6,15,Casual Dating,1.1,None,Gold,5000
16290,18,Male,Nigeria,18,23.4,15,112,1,12,Marriage,2.0,None,Plus,1500
16291,31,Male,Nigeria,7,16.6,26,17,6,59,Casual Dating,1.0,None,Plus,1500
16292,26,Male,South Africa,4,11.89,17,12,4,43,Friendship,2.0,None,Platinum,3000
16293,52,Female,Ghana,4,16.85,9,37,1,12,Friendship,1.1,None,None,0
16294,54,Female,South Africa,3,26.22,3,8,0,2,Casual Dating,1.2,None,None,0
16295,29,Female,Canada,20,7.55,65,20,16,66,Casual Dating,1.1,None,None,0
16296,32,Female,Kenya,16,23.69,21,117,2,17,Not Sure,2.1,None,None,0
16297,28,Female,Kenya,12,14.84,32,91,3,28,Friendship,2.0,None,Gold,3000
16298,57,Female,Kenya,6,2.21,9,14,0,0,Friendship,2.1,None,None,0
16299,39,Female,South Africa,4,6.61,5,10,2,33,Not Sure,1.1,None,None,0
16300,46,Male,South Africa,6,11.19,11,23,1,16,Casual Dating,1.2,None,Gold,3000
16301,35,Male,Ghana,9,10.93,22,27,6,31,Not Sure,2.0,None,Gold,5000
16302,45,Male,Kenya,4,14.82,2,11,0,16,Friendship,2.0,Spam,None,0
16303,34,Male,Ghana,8,17.37,15,25,1,13,Not Sure,2.1,Spam,None,0
16304,32,Female,USA,8,20.32,20,35,3,21,Long-term,1.2,None,Plus,1500
16305,45,Male,South Africa,4,20.35,7,3,0,13,Marriage,2.1,None,None,0
16306,43,Female,USA,4,13.06,11,24,2,26,Long-term,1.2,None,Platinum,1500
16307,30,Male,Kenya,8,24.44,8,37,1,19,Marriage,2.1,None,None,0
16308,24,Female,UK,13,21.46,42,47,4,42,Casual Dating,2.0,None,None,0
16309,33,Male,Nigeria,9,25.62,40,72,2,13,Long-term,2.1,None,None,0
16310,35,Female,South Africa,8,19.75,4,30,0,3,Friendship,2.0,None,Gold,3000
16311,45,Non-binary,USA,3,12.26,35,4,3,22,Casual Dating,1.1,None,Gold,3000
16312,57,Male,UK,2,11.92,2,6,0,8,Casual Dating,2.0,None,None,0
16313,19,Male,Kenya,18,12.13,33,60,8,50,Friendship,2.1,None,Plus,3000
16314,28,Male,Ghana,19,14.48,90,43,8,49,Casual Dating,2.0,None,None,0
16315,26,Female,Nigeria,14,17.57,14,25,5,24,Casual Dating,1.0,None,Plus,5000
16316,39,Male,USA,6,12.7,43,18,17,60,Long-term,2.1,None,Gold,5000
16317,36,Female,Nigeria,5,14.52,13,5,2,16,Friendship,1.0,None,None,0
16318,49,Male,Ghana,2,18.0,1,7,0,2,Long-term,2.0,None,None,0
16319,28,Male,Canada,12,15.58,19,40,6,27,Long-term,2.1,None,Gold,3000
16320,43,Female,UK,3,31.53,16,5,3,28,Marriage,1.2,None,None,0
16321,56,Male,Kenya,2,13.8,4,13,1,10,Friendship,1.2,Spam,Plus,3000
16322,57,Female,Nigeria,3,27.59,1,16,0,15,Long-term,1.2,None,None,0
16323,59,Male,Kenya,2,11.73,3,10,0,14,Casual Dating,1.0,None,Platinum,5000
16324,51,Female,South Africa,3,11.87,2,5,0,7,Marriage,2.0,None,Gold,5000
16325,56,Female,USA,3,25.16,23,15,4,38,Not Sure,2.1,None,Gold,1500
16326,28,Female,Nigeria,16,23.24,35,61,5,39,Casual Dating,1.2,None,None,0
16327,26,Male,Nigeria,22,18.72,61,88,2,19,Friendship,2.0,None,None,0
16328,18,Male,Kenya,15,13.54,12,105,4,26,Casual Dating,1.1,None,None,0
16329,48,Female,Ghana,4,20.96,21,6,4,38,Long-term,2.0,None,None,0
16330,58,Male,UK,3,16.31,13,6,3,26,Not Sure,1.2,None,None,0
16331,26,Male,Nigeria,7,23.74,12,11,1,13,Casual Dating,1.2,None,None,0
16332,45,Female,South Africa,3,10.48,6,10,0,9,Long-term,1.1,None,None,0
16333,50,Male,UK,4,14.61,8,14,2,21,Casual Dating,2.0,None,None,0
16334,57,Female,USA,4,19.06,0,14,0,8,Casual Dating,2.1,None,None,0
16335,45,Female,Nigeria,3,17.96,16,14,2,18,Marriage,2.0,None,None,0
16336,59,Male,Ghana,2,11.43,1,4,0,0,Friendship,2.0,None,None,0
16337,32,Female,UK,12,19.09,25,50,2,26,Casual Dating,1.2,None,Gold,1500
16338,33,Female,Nigeria,8,16.93,20,23,2,14,Not Sure,1.0,None,None,0
16339,41,Male,Canada,6,10.52,5,54,1,4,Casual Dating,2.1,None,Gold,1500
16340,34,Male,Nigeria,10,23.89,3,16,0,12,Casual Dating,1.1,None,None,0
16341,18,Female,Nigeria,8,5.97,12,28,3,26,Casual Dating,2.0,None,None,0
16342,49,Female,USA,3,12.77,5,10,0,16,Friendship,1.1,Spam,None,0
16343,50,Male,USA,2,19.85,1,7,0,6,Marriage,2.0,None,Gold,1500
16344,50,Male,Nigeria,3,19.21,7,8,0,10,Casual Dating,1.0,None,Gold,1500
16345,32,Male,Nigeria,14,16.75,41,29,3,36,Marriage,2.0,None,Plus,1500
16346,40,Female,UK,12,9.94,87,35,39,170,Friendship,1.2,None,None,0
16347,33,Male,Kenya,5,11.12,5,18,0,5,Casual Dating,1.1,None,Gold,3000
16348,18,Female,Nigeria,18,13.16,8,121,0,15,Long-term,1.2,None,Platinum,1500
16349,42,Female,Kenya,6,6.99,11,10,1,6,Casual Dating,2.0,None,Gold,1500
16350,23,Female,USA,18,26.6,48,100,3,20,Casual Dating,1.2,None,Gold,3000
16351,21,Male,UK,8,26.8,58,34,15,74,Casual Dating,1.1,None,None,0
16352,50,Male,Nigeria,3,11.94,9,4,1,22,Marriage,1.2,None,None,0
16353,18,Female,Nigeria,15,8.37,10,43,1,16,Friendship,2.0,None,Gold,3000
16354,59,Non-binary,Ghana,3,16.41,15,17,5,36,Casual Dating,2.0,None,None,0
16355,40,Female,USA,8,16.84,25,28,5,15,Marriage,1.2,None,Plus,5000
16356,60,Female,South Africa,2,20.14,2,6,0,2,Casual Dating,2.0,None,None,0
16357,20,Male,Kenya,16,19.41,20,26,2,11,Casual Dating,2.0,None,None,0
16358,43,Female,Nigeria,4,16.46,4,23,0,11,Long-term,2.0,None,None,0
16359,33,Female,Kenya,11,11.85,17,24,8,56,Long-term,1.2,None,None,0
16360,54,Female,Nigeria,2,14.53,11,4,0,5,Not Sure,2.0,None,None,0
16361,33,Female,Nigeria,11,22.46,30,17,4,31,Casual Dating,2.0,None,Platinum,1500
16362,29,Female,Canada,19,27.31,196,43,50,300,Marriage,1.1,None,None,0
16363,54,Female,Kenya,2,16.21,6,10,0,2,Casual Dating,2.0,None,None,0
16364,34,Non-binary,USA,8,18.73,44,37,7,52,Casual Dating,2.1,None,None,0
16365,18,Female,Ghana,21,18.05,62,124,3,13,Casual Dating,1.0,None,None,0
16366,34,Male,Canada,10,19.51,11,20,2,20,Long-term,2.0,None,None,0
16367,46,Female,Nigeria,3,7.68,1,11,0,9,Long-term,1.0,None,None,0
16368,28,Female,Nigeria,9,21.16,12,31,3,26,Friendship,1.2,None,Gold,3000
16369,36,Female,Nigeria,10,26.31,35,30,2,10,Casual Dating,2.0,None,None,0
16370,20,Female,USA,10,16.29,13,54,2,22,Long-term,2.1,Scam,None,0
16371,43,Female,Kenya,4,17.62,5,13,1,5,Friendship,2.0,None,Platinum,5000
16372,50,Female,UK,2,10.07,3,4,0,10,Friendship,1.2,None,Plus,1500
16373,35,Male,South Africa,11,23.83,24,69,8,57,Long-term,2.1,None,Plus,3000
16374,36,Female,South Africa,3,13.88,3,7,0,2,Marriage,2.1,None,Platinum,5000
16375,21,Male,Ghana,10,12.76,20,68,3,8,Long-term,2.1,None,None,0
16376,26,Non-binary,Kenya,22,20.48,23,69,0,0,Long-term,2.1,None,Plus,1500
16377,24,Non-binary,Nigeria,19,16.28,37,58,1,18,Marriage,1.1,None,Plus,1500
16378,38,Male,Ghana,4,12.29,9,19,2,10,Casual Dating,2.0,None,None,0
16379,40,Non-binary,Nigeria,7,12.12,14,19,3,24,Casual Dating,1.2,None,Plus,3000
16380,58,Male,UK,3,6.13,4,6,1,9,Casual Dating,1.0,None,Platinum,1500
16381,21,Female,USA,14,12.03,18,47,3,16,Casual Dating,2.0,None,None,0
16382,43,Male,South Africa,2,22.36,1,9,0,18,Casual Dating,2.1,None,Platinum,5000
16383,40,Male,Ghana,5,20.64,15,41,7,45,Long-term,1.1,None,Platinum,1500
16384,40,Female,Ghana,5,15.53,6,8,0,0,Friendship,1.2,None,None,0
16385,55,Female,Ghana,3,15.26,15,9,3,14,Casual Dating,1.0,None,Gold,3000
16386,26,Female,USA,12,10.46,35,25,1,25,Marriage,1.2,None,Gold,1500
16387,19,Male,Nigeria,15,23.16,26,11,4,32,Casual Dating,1.0,None,Platinum,5000
16388,46,Male,Ghana,6,13.3,6,36,0,19,Long-term,1.2,None,None,0
16389,32,Female,USA,9,20.33,19,53,4,23,Long-term,2.0,None,None,0
16390,18,Male,Ghana,27,18.43,90,199,1,14,Casual Dating,1.2,None,Plus,1500
16391,28,Male,Nigeria,12,13.7,14,18,4,31,Casual Dating,2.1,None,None,0
16392,31,Female,Nigeria,11,25.61,21,77,4,30,Casual Dating,2.1,None,Platinum,5000
16393,44,Female,South Africa,8,16.23,11,52,1,16,Long-term,2.0,Harassment,Platinum,3000
16394,25,Male,UK,22,23.63,25,99,0,12,Marriage,2.0,Spam,Gold,1500
16395,35,Female,UK,6,18.31,19,19,5,36,Friendship,2.0,None,Platinum,5000
16396,38,Female,USA,8,12.82,8,21,1,14,Marriage,2.0,None,None,0
16397,37,Male,Canada,10,22.67,20,14,2,25,Friendship,2.0,None,Gold,5000
16398,59,Female,Kenya,3,10.41,4,5,0,13,Not Sure,1.1,None,None,0
16399,19,Female,Nigeria,14,14.84,57,66,7,40,Casual Dating,1.0,None,Platinum,3000
16400,58,Male,Kenya,4,10.48,13,11,2,10,Long-term,1.2,None,Platinum,5000
16401,43,Female,South Africa,6,15.39,6,46,1,4,Casual Dating,1.1,None,None,0
16402,52,Female,Kenya,3,15.88,14,21,2,27,Long-term,2.1,None,None,0
16403,36,Male,Nigeria,12,11.55,46,9,4,21,Long-term,2.1,None,None,0
16404,37,Male,Ghana,6,12.2,15,8,0,17,Not Sure,2.1,None,None,0
16405,55,Male,Nigeria,4,15.01,11,8,2,18,Casual Dating,2.0,None,Gold,5000
16406,56,Male,USA,2,20.77,5,8,0,1,Marriage,1.2,None,Gold,5000
16407,28,Male,Nigeria,11,12.5,23,46,3,28,Long-term,1.2,Catfishing,None,0
16408,26,Female,Canada,16,22.2,42,30,6,52,Marriage,1.2,None,None,0
16409,39,Male,UK,5,12.1,24,10,11,22,Long-term,2.1,None,Platinum,1500
16410,56,Male,UK,4,18.18,23,12,7,63,Long-term,1.1,None,None,0
16411,31,Male,USA,16,24.27,60,88,30,188,Casual Dating,1.1,None,None,0
16412,46,Female,South Africa,3,21.32,9,19,1,8,Long-term,2.1,None,None,0
16413,48,Female,Nigeria,3,15.7,20,3,8,64,Long-term,1.2,None,None,0
16414,51,Male,South Africa,3,15.83,7,14,2,14,Friendship,1.2,None,None,0
16415,42,Non-binary,USA,7,7.92,13,38,4,20,Friendship,2.1,None,Gold,5000
16416,35,Female,Nigeria,15,23.99,55,40,10,44,Casual Dating,2.0,None,Platinum,1500
16417,59,Female,South Africa,3,11.46,7,15,1,19,Marriage,2.1,None,None,0
16418,44,Female,Ghana,7,13.89,5,36,0,17,Marriage,1.2,Spam,None,0
16419,49,Male,Ghana,2,18.11,10,7,0,1,Friendship,2.1,None,None,0
16420,32,Non-binary,Nigeria,5,9.03,6,36,3,6,Friendship,2.0,Scam,None,0
16421,46,Male,USA,6,16.73,33,10,7,21,Long-term,2.1,None,Platinum,1500
16422,29,Female,UK,10,25.58,34,14,2,21,Marriage,2.1,None,None,0
16423,28,Female,USA,10,22.66,7,44,1,17,Marriage,2.1,Scam,None,0
16424,48,Female,Kenya,2,13.36,5,10,0,0,Marriage,1.2,None,None,0
16425,40,Male,Canada,13,24.13,41,24,5,25,Long-term,2.1,None,None,0
16426,47,Female,Kenya,4,17.44,4,17,0,1,Friendship,2.1,None,Platinum,1500
